id_transaksi,id_pelanggan,id_produk,nama_produk,kategori_produk,jumlah_pembelian,tanggal_transaksi
ORD_0006482,CUST_107,PRD_301,Mangkok Saus Keramik,Mangkok Sambal / Saus,2,2025-02-26 11:21
ORD_0006484,CUST_270,PRD_BAS,Baskom / Mangkok Besar Standar,Baskom / Mangkok Besar,1,2025-02-26 11:34
ORD_0006485,CUST_223,PRD_SEA,Seal / Baut / Roof Standar,Seal / Baut / Roof,1,2025-02-26 11:46
ORD_0006487,CUST_241,PRD_NAM,Nampan / Tray Standar,Nampan / Tray,121,2025-02-26 12:41
ORD_0006489,CUST_336,PRD_202,Handle Pintu Minimalis,Aksesoris Pintu,4,2025-02-26 13:38
ORD_0006489,CUST_336,PRD_203,Door Stopper Karet,Aksesoris Pintu,4,2025-02-26 13:38
ORD_0006490,CUST_324,PRD_101,Celengan Ayam Jago,Celengan,1,2025-02-26 13:50
ORD_0006490,CUST_324,PRD_102,Celengan Target Kaleng,Celengan,1,2025-02-26 13:50
ORD_0006490,CUST_324,PRD_102,Celengan Target Kaleng,Celengan,1,2025-02-26 13:50
ORD_0006491,CUST_200,PRD_BOT,Botol / Gelas / Mug Standar,Botol / Gelas / Mug,1,2025-02-26 14:13
ORD_0006491,CUST_200,PRD_BOT,Botol / Gelas / Mug Standar,Botol / Gelas / Mug,1,2025-02-26 14:13
ORD_0006491,CUST_200,PRD_BOT,Botol / Gelas / Mug Standar,Botol / Gelas / Mug,1,2025-02-26 14:13
ORD_0006491,CUST_200,PRD_GAY,Gayung Standar,Gayung,2,2025-02-26 14:13
ORD_0006491,CUST_200,PRD_203,Door Stopper Karet,Aksesoris Pintu,1,2025-02-26 14:13
ORD_0006491,CUST_200,PRD_201,Gembok Anti Maling,Aksesoris Pintu,2,2025-02-26 14:13
ORD_0006491,CUST_200,PRD_BOT,Botol / Gelas / Mug Standar,Botol / Gelas / Mug,1,2025-02-26 14:13
ORD_0006491,CUST_200,PRD_BOT,Botol / Gelas / Mug Standar,Botol / Gelas / Mug,1,2025-02-26 14:13
ORD_0006492,CUST_085,PRD_NAM,Nampan / Tray Standar,Nampan / Tray,6,2025-02-26 15:17
ORD_0006493,CUST_205,PRD_101,Celengan Ayam Jago,Celengan,1,2025-02-26 15:23
ORD_0006494,CUST_368,PRD_302,Set Mangkok Sambal Plastik,Mangkok Sambal / Saus,4,2025-02-26 15:54
ORD_0006495,CUST_049,PRD_302,Set Mangkok Sambal Plastik,Mangkok Sambal / Saus,2,2025-02-26 16:20
ORD_0006496,CUST_444,PRD_302,Set Mangkok Sambal Plastik,Mangkok Sambal / Saus,2,2025-02-26 16:29
ORD_0006498,CUST_113,PRD_TAL,Talenan Standar,Talenan,2,2025-02-26 17:09
ORD_0006499,CUST_277,PRD_PIS,Pisau / Alat Potong Standar,Pisau / Alat Potong,5,2025-02-26 17:12
ORD_0006500,CUST_431,PRD_301,Mangkok Saus Keramik,Mangkok Sambal / Saus,2,2025-02-26 18:27
ORD_0006502,CUST_197,PRD_702,Bakul Nasi Bambu,Tempat Nasi,1,2025-02-26 19:39
ORD_0006503,CUST_486,PRD_PIR,Piring Standar,Piring,1,2025-02-26 19:41
ORD_0006504,CUST_352,PRD_SIK,Sikat / Pembersih Standar,Sikat / Pembersih,1,2025-02-26 19:48
ORD_0006504,CUST_352,PRD_999,Produk Lain-lain,Other,1,2025-02-26 19:48
ORD_0006505,CUST_386,PRD_BOT,Botol / Gelas / Mug Standar,Botol / Gelas / Mug,1,2025-02-26 20:17
ORD_0006507,CUST_277,PRD_TOP,Toples / Sealware Standar,Toples / Sealware,1,2025-02-26 20:43
ORD_0006508,CUST_443,PRD_402,Rak Dinding Tempel,Rak / Rak Serbaguna,1,2025-02-26 20:55
ORD_0006509,CUST_335,PRD_102,Celengan Target Kaleng,Celengan,1,2025-02-26 22:10
ORD_0006510,CUST_163,PRD_101,Celengan Ayam Jago,Celengan,1,2025-02-27 06:56
ORD_0006511,CUST_097,PRD_LUN,Lunch Box / Rantang Standar,Lunch Box / Rantang,1,2025-02-27 08:13
ORD_0006512,CUST_138,PRD_102,Celengan Target Kaleng,Celengan,10,2025-02-27 08:40
ORD_0006513,CUST_028,PRD_202,Handle Pintu Minimalis,Aksesoris Pintu,1,2025-02-27 09:27
ORD_0006515,CUST_202,PRD_SEA,Seal / Baut / Roof Standar,Seal / Baut / Roof,1,2025-02-27 10:11
ORD_0006516,CUST_002,PRD_PER,Peralatan Makan Standar,Peralatan Makan,2,2025-02-27 10:28
ORD_0006517,CUST_035,PRD_LUN,Lunch Box / Rantang Standar,Lunch Box / Rantang,1,2025-02-27 10:44
ORD_0006517,CUST_035,PRD_LUN,Lunch Box / Rantang Standar,Lunch Box / Rantang,1,2025-02-27 10:44
ORD_0006518,CUST_206,PRD_501,Gantungan Handuk Stainless,Peralatan Kamar Mandi,2,2025-02-27 10:50
ORD_0006518,CUST_206,PRD_402,Rak Dinding Tempel,Rak / Rak Serbaguna,1,2025-02-27 10:50
ORD_0006519,CUST_167,PRD_501,Gantungan Handuk Stainless,Peralatan Kamar Mandi,1,2025-02-27 10:51
ORD_0006520,CUST_213,PRD_101,Celengan Ayam Jago,Celengan,1,2025-02-27 11:38
ORD_0006521,CUST_026,PRD_401,Rak Sepatu 4 Susun,Rak / Rak Serbaguna,1,2025-02-27 12:16
ORD_0006522,CUST_225,PRD_202,Handle Pintu Minimalis,Aksesoris Pintu,3,2025-02-27 12:48
ORD_0006524,CUST_245,PRD_NAM,Nampan / Tray Standar,Nampan / Tray,15,2025-02-27 16:22
ORD_0006525,CUST_449,PRD_701,Termos Nasi 5L,Tempat Nasi,4,2025-02-27 16:55
ORD_0006526,CUST_049,PRD_601,Keranjang Baju Kotor,Keranjang,1,2025-02-27 17:45
ORD_0006527,CUST_067,PRD_BAS,Baskom / Mangkok Besar Standar,Baskom / Mangkok Besar,1,2025-02-27 18:10
ORD_0006527,CUST_067,PRD_702,Bakul Nasi Bambu,Tempat Nasi,1,2025-02-27 18:10
ORD_0006527,CUST_067,PRD_999,Produk Lain-lain,Other,1,2025-02-27 18:10
ORD_0006528,CUST_296,PRD_BAN,Bangku / Kursi Kecil Standar,Bangku / Kursi Kecil,1,2025-02-27 18:32
ORD_0006529,CUST_312,PRD_202,Handle Pintu Minimalis,Aksesoris Pintu,1,2025-02-27 19:07
ORD_0006529,CUST_312,PRD_201,Gembok Anti Maling,Aksesoris Pintu,1,2025-02-27 19:07
ORD_0006531,CUST_429,PRD_301,Mangkok Saus Keramik,Mangkok Sambal / Saus,3,2025-02-27 20:03
ORD_0006532,CUST_161,PRD_LUN,Lunch Box / Rantang Standar,Lunch Box / Rantang,1,2025-02-27 20:04
ORD_0006533,CUST_328,PRD_202,Handle Pintu Minimalis,Aksesoris Pintu,1,2025-02-27 20:37
ORD_0006534,CUST_236,PRD_999,Produk Lain-lain,Other,1,2025-02-27 21:50
ORD_0006536,CUST_187,PRD_601,Keranjang Baju Kotor,Keranjang,2,2025-02-27 23:08
ORD_0006537,CUST_079,PRD_TEK,Teko / Jug Standar,Teko / Jug,1,2025-02-27 23:20
ORD_0006539,CUST_438,PRD_NAM,Nampan / Tray Standar,Nampan / Tray,20,2025-02-28 05:24
ORD_0006540,CUST_312,PRD_102,Celengan Target Kaleng,Celengan,1,2025-02-28 06:11
ORD_0006540,CUST_312,PRD_102,Celengan Target Kaleng,Celengan,1,2025-02-28 06:11
ORD_0006541,CUST_438,PRD_302,Set Mangkok Sambal Plastik,Mangkok Sambal / Saus,2,2025-02-28 10:10
ORD_0006542,CUST_344,PRD_701,Termos Nasi 5L,Tempat Nasi,1,2025-02-28 10:13
ORD_0006543,CUST_326,PRD_302,Set Mangkok Sambal Plastik,Mangkok Sambal / Saus,1,2025-02-28 10:50
ORD_0006544,CUST_180,PRD_201,Gembok Anti Maling,Aksesoris Pintu,1,2025-02-28 11:17
ORD_0006545,CUST_245,PRD_601,Keranjang Baju Kotor,Keranjang,1,2025-02-28 11:20
ORD_0006545,CUST_245,PRD_201,Gembok Anti Maling,Aksesoris Pintu,2,2025-02-28 11:20
ORD_0006546,CUST_197,PRD_AKS,Aksesoris ID Card Standar,Aksesoris ID Card,2,2025-02-28 12:19
ORD_0006547,CUST_016,PRD_SEA,Seal / Baut / Roof Standar,Seal / Baut / Roof,1,2025-02-28 13:36
ORD_0006548,CUST_147,PRD_BAS,Baskom / Mangkok Besar Standar,Baskom / Mangkok Besar,1,2025-02-28 15:22
ORD_0006549,CUST_360,PRD_102,Celengan Target Kaleng,Celengan,1,2025-02-28 15:30
ORD_0006550,CUST_115,PRD_SEA,Seal / Baut / Roof Standar,Seal / Baut / Roof,1,2025-02-28 15:36
ORD_0006551,CUST_154,PRD_203,Door Stopper Karet,Aksesoris Pintu,1,2025-02-28 16:09
ORD_0006552,CUST_304,PRD_SEA,Seal / Baut / Roof Standar,Seal / Baut / Roof,2,2025-02-28 19:53
ORD_0006553,CUST_051,PRD_202,Handle Pintu Minimalis,Aksesoris Pintu,2,2025-02-28 20:01
ORD_0006554,CUST_141,PRD_999,Produk Lain-lain,Other,1,2025-02-28 23:01
ORD_0006555,CUST_106,PRD_999,Produk Lain-lain,Other,2,2025-02-28 23:23
ORD_0006555,CUST_106,PRD_999,Produk Lain-lain,Other,1,2025-02-28 23:23
order_id,CUST_063,PRD_PRO,product_category Standar,product_category,Jumlah,Waktu Pesanan Dibuat
ORD_0011938,CUST_125,PRD_BOT,Botol / Gelas / Mug Standar,Botol / Gelas / Mug,1,2025-03-01 00:58
ORD_0011939,CUST_218,PRD_301,Mangkok Saus Keramik,Mangkok Sambal / Saus,1,2025-03-01 01:42
ORD_0011940,CUST_239,PRD_102,Celengan Target Kaleng,Celengan,1,2025-03-01 01:58
ORD_0011941,CUST_201,PRD_201,Gembok Anti Maling,Aksesoris Pintu,2,2025-03-01 02:21
ORD_0011942,CUST_107,PRD_102,Celengan Target Kaleng,Celengan,1,2025-03-01 02:40
ORD_0011943,CUST_267,PRD_701,Termos Nasi 5L,Tempat Nasi,1,2025-03-01 05:27
ORD_0011945,CUST_154,PRD_701,Termos Nasi 5L,Tempat Nasi,2,2025-03-01 05:34
ORD_0011946,CUST_274,PRD_SEA,Seal / Baut / Roof Standar,Seal / Baut / Roof,1,2025-03-01 07:37
ORD_0011948,CUST_086,PRD_TOP,Toples / Sealware Standar,Toples / Sealware,1,2025-03-01 08:19
ORD_0011949,CUST_351,PRD_101,Celengan Ayam Jago,Celengan,1,2025-03-01 08:44
ORD_0011950,CUST_275,PRD_402,Rak Dinding Tempel,Rak / Rak Serbaguna,1,2025-03-01 09:51
ORD_0011951,CUST_357,PRD_BAN,Bangku / Kursi Kecil Standar,Bangku / Kursi Kecil,1,2025-03-01 09:54
ORD_0011952,CUST_205,PRD_999,Produk Lain-lain,Other,1,2025-03-01 10:23
ORD_0011953,CUST_409,PRD_999,Produk Lain-lain,Other,1,2025-03-01 11:05
ORD_0011954,CUST_263,PRD_GAY,Gayung Standar,Gayung,1,2025-03-01 11:21
ORD_0011955,CUST_217,PRD_SEA,Seal / Baut / Roof Standar,Seal / Baut / Roof,3,2025-03-01 11:40
ORD_0011956,CUST_265,PRD_101,Celengan Ayam Jago,Celengan,1,2025-03-01 13:12
ORD_0011957,CUST_388,PRD_NAM,Nampan / Tray Standar,Nampan / Tray,1,2025-03-01 13:16
ORD_0011957,CUST_388,PRD_NAM,Nampan / Tray Standar,Nampan / Tray,1,2025-03-01 13:16
ORD_0011959,CUST_101,PRD_GAY,Gayung Standar,Gayung,1,2025-03-01 14:39
ORD_0011960,CUST_289,PRD_BOT,Botol / Gelas / Mug Standar,Botol / Gelas / Mug,5,2025-03-01 14:51
ORD_0011960,CUST_289,PRD_BOT,Botol / Gelas / Mug Standar,Botol / Gelas / Mug,5,2025-03-01 14:51
ORD_0011960,CUST_289,PRD_BOT,Botol / Gelas / Mug Standar,Botol / Gelas / Mug,5,2025-03-01 14:51
ORD_0011961,CUST_034,PRD_202,Handle Pintu Minimalis,Aksesoris Pintu,1,2025-03-01 16:35
ORD_0011963,CUST_397,PRD_NAM,Nampan / Tray Standar,Nampan / Tray,7,2025-03-01 20:01
ORD_0011963,CUST_397,PRD_NAM,Nampan / Tray Standar,Nampan / Tray,5,2025-03-01 20:01
ORD_0011964,CUST_124,PRD_601,Keranjang Baju Kotor,Keranjang,1,2025-03-01 20:23
ORD_0011965,CUST_248,PRD_PIR,Piring Standar,Piring,2,2025-03-01 20:31
ORD_0011966,CUST_435,PRD_101,Celengan Ayam Jago,Celengan,1,2025-03-01 22:31
ORD_0011967,CUST_422,PRD_201,Gembok Anti Maling,Aksesoris Pintu,1,2025-03-01 22:41
ORD_0011967,CUST_422,PRD_BOT,Botol / Gelas / Mug Standar,Botol / Gelas / Mug,1,2025-03-01 22:41
ORD_0011968,CUST_105,PRD_102,Celengan Target Kaleng,Celengan,1,2025-03-01 22:49
ORD_0011969,CUST_387,PRD_201,Gembok Anti Maling,Aksesoris Pintu,1,2025-03-02 00:43
ORD_0011969,CUST_387,PRD_202,Handle Pintu Minimalis,Aksesoris Pintu,1,2025-03-02 00:43
ORD_0011970,CUST_050,PRD_302,Set Mangkok Sambal Plastik,Mangkok Sambal / Saus,1,2025-03-02 03:55
ORD_0011971,CUST_313,PRD_TEK,Teko / Jug Standar,Teko / Jug,1,2025-03-02 04:45
ORD_0011972,CUST_155,PRD_203,Door Stopper Karet,Aksesoris Pintu,2,2025-03-02 05:26
ORD_0011973,CUST_139,PRD_PEN,Pengolah Bumbu / Sayur Standar,Pengolah Bumbu / Sayur,1,2025-03-02 05:57
ORD_0011974,CUST_278,PRD_701,Termos Nasi 5L,Tempat Nasi,3,2025-03-02 07:24
ORD_0011975,CUST_014,PRD_SEA,Seal / Baut / Roof Standar,Seal / Baut / Roof,1,2025-03-02 09:25
ORD_0011976,CUST_212,PRD_201,Gembok Anti Maling,Aksesoris Pintu,2,2025-03-02 10:37
ORD_0011977,CUST_353,PRD_PLA,Plastik / Wadah Plastik Standar,Plastik / Wadah Plastik,1,2025-03-02 11:50
ORD_0011977,CUST_353,PRD_202,Handle Pintu Minimalis,Aksesoris Pintu,1,2025-03-02 11:50
ORD_0011977,CUST_353,PRD_201,Gembok Anti Maling,Aksesoris Pintu,1,2025-03-02 11:50
ORD_0011977,CUST_353,PRD_201,Gembok Anti Maling,Aksesoris Pintu,1,2025-03-02 11:50
ORD_0011978,CUST_066,PRD_301,Mangkok Saus Keramik,Mangkok Sambal / Saus,3,2025-03-02 12:05
ORD_0011979,CUST_423,PRD_102,Celengan Target Kaleng,Celengan,1,2025-03-02 12:23
ORD_0011979,CUST_423,PRD_202,Handle Pintu Minimalis,Aksesoris Pintu,2,2025-03-02 12:23
ORD_0011980,CUST_251,PRD_202,Handle Pintu Minimalis,Aksesoris Pintu,1,2025-03-02 12:56
ORD_0011981,CUST_278,PRD_LUN,Lunch Box / Rantang Standar,Lunch Box / Rantang,1,2025-03-02 13:24
ORD_0011982,CUST_070,PRD_102,Celengan Target Kaleng,Celengan,3,2025-03-02 13:45
ORD_0011984,CUST_329,PRD_102,Celengan Target Kaleng,Celengan,1,2025-03-02 16:29
ORD_0011985,CUST_291,PRD_202,Handle Pintu Minimalis,Aksesoris Pintu,1,2025-03-02 17:07
ORD_0011986,CUST_088,PRD_PIR,Piring Standar,Piring,2,2025-03-02 17:48
ORD_0011987,CUST_470,PRD_TOP,Toples / Sealware Standar,Toples / Sealware,2,2025-03-02 18:08
ORD_0011988,CUST_466,PRD_101,Celengan Ayam Jago,Celengan,1,2025-03-02 18:34
ORD_0011989,CUST_083,PRD_301,Mangkok Saus Keramik,Mangkok Sambal / Saus,2,2025-03-02 19:19
ORD_0011991,CUST_279,PRD_102,Celengan Target Kaleng,Celengan,1,2025-03-02 22:12
ORD_0011991,CUST_279,PRD_602,Keranjang Belanja Lipat,Keranjang,1,2025-03-02 22:12
ORD_0011992,CUST_364,PRD_PER,Perlengkapan Packing Standar,Perlengkapan Packing,1,2025-03-03 00:18
ORD_0011992,CUST_364,PRD_999,Produk Lain-lain,Other,1,2025-03-03 00:18
ORD_0011993,CUST_347,PRD_102,Celengan Target Kaleng,Celengan,1,2025-03-03 00:45
ORD_0011994,CUST_172,PRD_BAS,Baskom / Mangkok Besar Standar,Baskom / Mangkok Besar,1,2025-03-03 02:50
ORD_0011995,CUST_309,PRD_402,Rak Dinding Tempel,Rak / Rak Serbaguna,1,2025-03-03 04:03
ORD_0011996,CUST_070,PRD_102,Celengan Target Kaleng,Celengan,1,2025-03-03 04:37
ORD_0011997,CUST_029,PRD_302,Set Mangkok Sambal Plastik,Mangkok Sambal / Saus,1,2025-03-03 04:42
ORD_0011998,CUST_010,PRD_702,Bakul Nasi Bambu,Tempat Nasi,1,2025-03-03 04:42
ORD_0011999,CUST_262,PRD_102,Celengan Target Kaleng,Celengan,1,2025-03-03 04:51
ORD_0012000,CUST_455,PRD_102,Celengan Target Kaleng,Celengan,1,2025-03-03 04:59
ORD_0012001,CUST_185,PRD_202,Handle Pintu Minimalis,Aksesoris Pintu,2,2025-03-03 05:39
ORD_0012001,CUST_185,PRD_202,Handle Pintu Minimalis,Aksesoris Pintu,2,2025-03-03 05:39
ORD_0012002,CUST_385,PRD_PIR,Piring Standar,Piring,30,2025-03-03 05:46
ORD_0012003,CUST_046,PRD_203,Door Stopper Karet,Aksesoris Pintu,1,2025-03-03 06:15
ORD_0012004,CUST_317,PRD_PIR,Piring Standar,Piring,3,2025-03-03 06:27
ORD_0012005,CUST_337,PRD_101,Celengan Ayam Jago,Celengan,1,2025-03-03 06:39
ORD_0012006,CUST_497,PRD_302,Set Mangkok Sambal Plastik,Mangkok Sambal / Saus,1,2025-03-03 06:56
ORD_0012007,CUST_159,PRD_102,Celengan Target Kaleng,Celengan,1,2025-03-03 07:29
ORD_0012007,CUST_159,PRD_BAS,Baskom / Mangkok Besar Standar,Baskom / Mangkok Besar,1,2025-03-03 07:29
ORD_0012008,CUST_237,PRD_PEN,Pengolah Bumbu / Sayur Standar,Pengolah Bumbu / Sayur,1,2025-03-03 07:59
ORD_0012009,CUST_152,PRD_701,Termos Nasi 5L,Tempat Nasi,1,2025-03-03 09:39
ORD_0012010,CUST_164,PRD_201,Gembok Anti Maling,Aksesoris Pintu,4,2025-03-03 09:58
ORD_0012011,CUST_311,PRD_SEA,Seal / Baut / Roof Standar,Seal / Baut / Roof,2,2025-03-03 10:09
ORD_0012012,CUST_381,PRD_702,Bakul Nasi Bambu,Tempat Nasi,1,2025-03-03 10:25
ORD_0012013,CUST_455,PRD_BAS,Baskom / Mangkok Besar Standar,Baskom / Mangkok Besar,1,2025-03-03 10:33
ORD_0012014,CUST_166,PRD_201,Gembok Anti Maling,Aksesoris Pintu,1,2025-03-03 11:36
ORD_0012015,CUST_203,PRD_BAS,Baskom / Mangkok Besar Standar,Baskom / Mangkok Besar,1,2025-03-03 12:01
ORD_0012016,CUST_142,PRD_SAP,Sapu / Pembersih Lantai Standar,Sapu / Pembersih Lantai,1,2025-03-03 12:06
ORD_0012017,CUST_208,PRD_LUN,Lunch Box / Rantang Standar,Lunch Box / Rantang,1,2025-03-03 12:18
ORD_0012018,CUST_481,PRD_BAS,Baskom / Mangkok Besar Standar,Baskom / Mangkok Besar,1,2025-03-03 12:22
ORD_0012019,CUST_495,PRD_SEA,Seal / Baut / Roof Standar,Seal / Baut / Roof,3,2025-03-03 12:50
ORD_0012023,CUST_498,PRD_602,Keranjang Belanja Lipat,Keranjang,1,2025-03-03 15:39
ORD_0012024,CUST_098,PRD_PIR,Piring Standar,Piring,6,2025-03-03 15:49
ORD_0012025,CUST_351,PRD_302,Set Mangkok Sambal Plastik,Mangkok Sambal / Saus,4,2025-03-03 15:52
ORD_0012028,CUST_287,PRD_702,Bakul Nasi Bambu,Tempat Nasi,1,2025-03-03 17:25
ORD_0012029,CUST_459,PRD_BAS,Baskom / Mangkok Besar Standar,Baskom / Mangkok Besar,1,2025-03-03 19:09
ORD_0012030,CUST_052,PRD_BOT,Botol / Gelas / Mug Standar,Botol / Gelas / Mug,1,2025-03-03 19:20
ORD_0012031,CUST_241,PRD_702,Bakul Nasi Bambu,Tempat Nasi,1,2025-03-03 19:37
ORD_0012032,CUST_074,PRD_101,Celengan Ayam Jago,Celengan,1,2025-03-03 19:46
ORD_0012033,CUST_097,PRD_102,Celengan Target Kaleng,Celengan,1,2025-03-03 20:04
ORD_0012034,CUST_284,PRD_PIR,Piring Standar,Piring,1,2025-03-03 20:23
ORD_0012034,CUST_284,PRD_BAS,Baskom / Mangkok Besar Standar,Baskom / Mangkok Besar,1,2025-03-03 20:23
ORD_0012035,CUST_308,PRD_PIS,Pisau / Alat Potong Standar,Pisau / Alat Potong,1,2025-03-03 20:32
ORD_0012035,CUST_308,PRD_TEK,Teko / Jug Standar,Teko / Jug,1,2025-03-03 20:32
ORD_0012035,CUST_308,PRD_999,Produk Lain-lain,Other,1,2025-03-03 20:32
ORD_0012036,CUST_131,PRD_101,Celengan Ayam Jago,Celengan,1,2025-03-03 20:35
ORD_0012037,CUST_126,PRD_201,Gembok Anti Maling,Aksesoris Pintu,1,2025-03-03 21:25
ORD_0012038,CUST_406,PRD_203,Door Stopper Karet,Aksesoris Pintu,1,2025-03-03 21:26
ORD_0012039,CUST_417,PRD_201,Gembok Anti Maling,Aksesoris Pintu,1,2025-03-03 21:26
ORD_0012040,CUST_158,PRD_999,Produk Lain-lain,Other,2,2025-03-03 21:41
ORD_0012041,CUST_440,PRD_TOP,Toples / Sealware Standar,Toples / Sealware,3,2025-03-03 22:13
ORD_0012042,CUST_402,PRD_101,Celengan Ayam Jago,Celengan,2,2025-03-03 22:30
ORD_0012043,CUST_227,PRD_401,Rak Sepatu 4 Susun,Rak / Rak Serbaguna,1,2025-03-03 23:12
ORD_0012044,CUST_432,PRD_701,Termos Nasi 5L,Tempat Nasi,1,2025-03-04 00:56
ORD_0012045,CUST_465,PRD_702,Bakul Nasi Bambu,Tempat Nasi,1,2025-03-04 03:36
ORD_0012046,CUST_210,PRD_501,Gantungan Handuk Stainless,Peralatan Kamar Mandi,1,2025-03-04 04:26
ORD_0012047,CUST_417,PRD_999,Produk Lain-lain,Other,1,2025-03-04 05:38
ORD_0012049,CUST_211,PRD_102,Celengan Target Kaleng,Celengan,1,2025-03-04 07:04
ORD_0012050,CUST_273,PRD_TOP,Toples / Sealware Standar,Toples / Sealware,1,2025-03-04 08:17
ORD_0012050,CUST_273,PRD_PER,Perlengkapan Packing Standar,Perlengkapan Packing,1,2025-03-04 08:17
ORD_0012051,CUST_021,PRD_LUN,Lunch Box / Rantang Standar,Lunch Box / Rantang,25,2025-03-04 08:18
ORD_0012051,CUST_021,PRD_LUN,Lunch Box / Rantang Standar,Lunch Box / Rantang,25,2025-03-04 08:18
ORD_0012053,CUST_295,PRD_TEK,Teko / Jug Standar,Teko / Jug,1,2025-03-04 10:51
ORD_0012053,CUST_295,PRD_999,Produk Lain-lain,Other,1,2025-03-04 10:51
ORD_0012053,CUST_295,PRD_602,Keranjang Belanja Lipat,Keranjang,1,2025-03-04 10:51
ORD_0012054,CUST_304,PRD_101,Celengan Ayam Jago,Celengan,1,2025-03-04 11:29
ORD_0012055,CUST_423,PRD_601,Keranjang Baju Kotor,Keranjang,1,2025-03-04 11:34
ORD_0012056,CUST_007,PRD_101,Celengan Ayam Jago,Celengan,1,2025-03-04 11:40
ORD_0012057,CUST_240,PRD_102,Celengan Target Kaleng,Celengan,1,2025-03-04 11:56
ORD_0012057,CUST_240,PRD_102,Celengan Target Kaleng,Celengan,1,2025-03-04 11:56
ORD_0012057,CUST_240,PRD_102,Celengan Target Kaleng,Celengan,1,2025-03-04 11:56
ORD_0012058,CUST_231,PRD_401,Rak Sepatu 4 Susun,Rak / Rak Serbaguna,1,2025-03-04 12:04
ORD_0012059,CUST_387,PRD_701,Termos Nasi 5L,Tempat Nasi,1,2025-03-04 12:32
ORD_0012060,CUST_424,PRD_BOT,Botol / Gelas / Mug Standar,Botol / Gelas / Mug,2,2025-03-04 13:16
ORD_0012061,CUST_052,PRD_999,Produk Lain-lain,Other,1,2025-03-04 13:38
ORD_0012062,CUST_488,PRD_BAS,Baskom / Mangkok Besar Standar,Baskom / Mangkok Besar,2,2025-03-04 15:44
ORD_0012063,CUST_444,PRD_999,Produk Lain-lain,Other,2,2025-03-04 16:58
ORD_0012064,CUST_343,PRD_201,Gembok Anti Maling,Aksesoris Pintu,1,2025-03-04 17:13
ORD_0012066,CUST_031,PRD_102,Celengan Target Kaleng,Celengan,1,2025-03-04 19:42
ORD_0012067,CUST_140,PRD_LUN,Lunch Box / Rantang Standar,Lunch Box / Rantang,1,2025-03-04 21:23
ORD_0012069,CUST_221,PRD_201,Gembok Anti Maling,Aksesoris Pintu,1,2025-03-05 01:16
ORD_0012070,CUST_049,PRD_PIR,Piring Standar,Piring,2,2025-03-05 07:31
ORD_0012071,CUST_187,PRD_302,Set Mangkok Sambal Plastik,Mangkok Sambal / Saus,1,2025-03-05 08:44
ORD_0012071,CUST_187,PRD_203,Door Stopper Karet,Aksesoris Pintu,1,2025-03-05 08:44
ORD_0012072,CUST_439,PRD_302,Set Mangkok Sambal Plastik,Mangkok Sambal / Saus,1,2025-03-05 08:54
ORD_0012073,CUST_086,PRD_203,Door Stopper Karet,Aksesoris Pintu,1,2025-03-05 09:11
ORD_0012074,CUST_419,PRD_999,Produk Lain-lain,Other,1,2025-03-05 10:18
ORD_0012075,CUST_494,PRD_202,Handle Pintu Minimalis,Aksesoris Pintu,1,2025-03-05 10:20
ORD_0012076,CUST_421,PRD_102,Celengan Target Kaleng,Celengan,1,2025-03-05 10:22
ORD_0012078,CUST_122,PRD_602,Keranjang Belanja Lipat,Keranjang,1,2025-03-05 11:42
ORD_0012080,CUST_262,PRD_203,Door Stopper Karet,Aksesoris Pintu,1,2025-03-05 13:26
ORD_0012080,CUST_262,PRD_202,Handle Pintu Minimalis,Aksesoris Pintu,1,2025-03-05 13:26
ORD_0012080,CUST_262,PRD_201,Gembok Anti Maling,Aksesoris Pintu,1,2025-03-05 13:26
ORD_0012081,CUST_009,PRD_SEA,Seal / Baut / Roof Standar,Seal / Baut / Roof,2,2025-03-05 14:32
ORD_0012082,CUST_332,PRD_202,Handle Pintu Minimalis,Aksesoris Pintu,1,2025-03-05 15:12
ORD_0012083,CUST_126,PRD_STE,Stempel / Alat Kantor Standar,Stempel / Alat Kantor,9,2025-03-05 16:40
ORD_0012084,CUST_028,PRD_GAY,Gayung Standar,Gayung,2,2025-03-05 16:48
ORD_0012085,CUST_226,PRD_203,Door Stopper Karet,Aksesoris Pintu,1,2025-03-05 16:52
ORD_0012086,CUST_285,PRD_NAM,Nampan / Tray Standar,Nampan / Tray,1,2025-03-05 16:52
ORD_0012087,CUST_313,PRD_999,Produk Lain-lain,Other,2,2025-03-05 17:06
ORD_0012088,CUST_441,PRD_SEA,Seal / Baut / Roof Standar,Seal / Baut / Roof,2,2025-03-05 17:15
ORD_0012089,CUST_311,PRD_302,Set Mangkok Sambal Plastik,Mangkok Sambal / Saus,1,2025-03-05 18:02
ORD_0012090,CUST_386,PRD_PIR,Piring Standar,Piring,1,2025-03-05 19:55
ORD_0012090,CUST_386,PRD_PIR,Piring Standar,Piring,2,2025-03-05 19:55
ORD_0012090,CUST_386,PRD_PIR,Piring Standar,Piring,1,2025-03-05 19:55
ORD_0012091,CUST_348,PRD_PLA,Plastik / Wadah Plastik Standar,Plastik / Wadah Plastik,1,2025-03-05 20:11
ORD_0012091,CUST_348,PRD_BOT,Botol / Gelas / Mug Standar,Botol / Gelas / Mug,1,2025-03-05 20:11
ORD_0012091,CUST_348,PRD_999,Produk Lain-lain,Other,1,2025-03-05 20:11
